dist,ride,walk,pt,car,bike
0,0.017185093460516047,0.716733419590736,0.00894249043521492,0.04325562781203908,0.213883368701494
100,0.026711411406821928,0.6521086651100039,0.014181912878226385,0.06790590262527331,0.23909210797967453
200,0.03290305148227014,0.6094212281840613,0.017711354516948805,0.08380084698231274,0.2561635188344071
300,0.03733653483324861,0.5780222273549427,0.020372021244287823,0.09502535834307464,0.26924385822444624
400,0.040723696862061044,0.5532308856104915,0.022529280824223168,0.10340578894785399,0.28011034775537025
500,0.043516369002470225,0.5325141919057741,0.02439186548841842,0.11016306540954933,0.28941450819378783
600,0.046272197097191485,0.5134075454541898,0.026174335292918818,0.11697124470564023,0.2971746774500598
700,0.04948418463414538,0.4882591412733779,0.029416575725013334,0.12503381662224622,0.30780628174521707
800,0.052979214771942285,0.4589951259185086,0.033696942896303844,0.13391227972915282,0.32041643668409253
900,0.056692028366754355,0.42439336860553106,0.03943177966777603,0.14318542967728784,0.3362973936826508
1000,0.060975095172032714,0.38267797917906826,0.0473369643483445,0.15322689724159175,0.3557830640589627
1100,0.06594982997875559,0.3374668427631107,0.05774455179071335,0.1649266826159236,0.3739120928514968
1200,0.07050453986353049,0.3023610003835714,0.06896831720432746,0.17776831224862025,0.3803978302999505
1300,0.07403958675028935,0.2759419665319154,0.08025180809177844,0.18980251672848392,0.37996412189753287
1400,0.07716319211515013,0.2543336258273163,0.09152850213657733,0.20040223455884942,0.3765724453621068
1500,0.0799311444742084,0.23666580565030743,0.10274084600777922,0.21019383162234276,0.37046837224536217
1600,0.08240065253058249,0.22169828155430224,0.11368236382564793,0.21939320839952706,0.3628254936899402
1700,0.08427729522799139,0.20863346245342076,0.12434939358480049,0.22735431486185043,0.355385533871937
1800,0.0851032408687834,0.19674927947249665,0.1345337669465864,0.23433010498098827,0.34928360773114525
1900,0.08575756204582635,0.18515935611097337,0.14361204899363336,0.24110758870425836,0.3443634441453086
2000,0.0868987317000427,0.17379237962300925,0.15173602625237598,0.24756390853344623,0.34000895389112595
2100,0.08829812746940346,0.16226597392592348,0.15972777972101873,0.25384231417451253,0.33586580470914174
2200,0.0894958796807506,0.1504933196859096,0.1685750377901605,0.2600119703923838,0.33142379245079556
2300,0.0901497326718492,0.13857124923185027,0.17848612727020155,0.2656877684486844,0.3271051223774145
2400,0.09016927774116766,0.1264804596214487,0.18927366058877504,0.27029061728942694,0.3237859847591815
2500,0.0907398839191791,0.11524544492970577,0.19998584359689953,0.2735774104268238,0.32045141712739184
2600,0.09235377429858475,0.10558035258303915,0.2103336547408264,0.2761473107857683,0.3155849075917813
2700,0.09386907145497625,0.09798364048047004,0.22048364875175375,0.2787697287869857,0.3088939105258144
2800,0.09458567701835129,0.09263577105949679,0.23021065249743575,0.2809834892800245,0.3015844101446917
2900,0.09498827372838783,0.08918252378032655,0.23869852620294515,0.28276009051405404,0.29437058577428643
3000,0.09543665407759207,0.08645431751747475,0.2459776376039666,0.2859936310264701,0.2861377597744966
3100,0.09679549130808632,0.08394192233457616,0.2520337201778088,0.29125221735792467,0.27597664882160405
3200,0.09905145538912105,0.0813504143111758,0.25787548947097655,0.2979688481086104,0.2637537927201162
3300,0.10122904053928632,0.07830433659724459,0.2641355104057563,0.3050654827710711,0.2512656296866417
3400,0.10253821126504577,0.07461865597121989,0.2707285483900102,0.31154705508013975,0.24056752929358433
3500,0.10323403257283195,0.07061230184649252,0.27775485440069664,0.31697705760957506,0.2314217535704039
3600,0.10329186775349358,0.0670888315461482,0.28604059059585496,0.3203558631978205,0.2232228469066827
3700,0.10307868598085601,0.06461900265408517,0.29527150584084916,0.3222103937207763,0.21482041180343325
3800,0.10267011634015544,0.06236451669315729,0.30420716502872747,0.3243821573059216,0.20637604463203818
3900,0.10208083251481141,0.06036653494212165,0.31148056170617733,0.3258991612375669,0.20017290959932266
4000,0.10201825144232027,0.05893387045785259,0.31694228831630167,0.32587603630627876,0.1962295534772467
4100,0.1025252085069131,0.05835435354389801,0.3213531620561492,0.325151750332224,0.19261552556081554
4200,0.10278126052722326,0.058355451873337565,0.325938868755806,0.32476454568336577,0.1881598731602674
4300,0.10287141285683168,0.0586914484285968,0.3313983488564959,0.32463709069698926,0.18240169916108637
4400,0.10345488023167161,0.05865571207548329,0.3372934101906732,0.3244576817241674,0.1761383157780046
4500,0.10467093976470955,0.05752514838045031,0.3435992080414839,0.32336474199154824,0.17083996182180772
4600,0.10616718038165646,0.05529040606171607,0.3509171467603493,0.320976130035171,0.1666491367611073
4700,0.10733939273173838,0.05266342154169173,0.36071152568906734,0.3179039981431098,0.16138166189439268
4800,0.10737507805900015,0.049941696990387995,0.3733005803076947,0.3148433411388778,0.15453930350403938
4900,0.10634922860301617,0.04749883829431701,0.387023505419914,0.3124942059108773,0.1466342217718754
5000,0.10509908992543966,0.04518130577601912,0.3999725280584685,0.31119259280287953,0.13855448343719318
5100,0.10423456260498488,0.04298589461185191,0.4124747877187448,0.3092099357237802,0.1310948193406383
5200,0.10303191218793595,0.04065786397152137,0.4258118257768952,0.3063631896916033,0.12413520837204434
5300,0.09994171501427822,0.03849588049161986,0.43918292964582895,0.30408964878447275,0.11828982606380026
5400,0.09549422542939887,0.036670226573640434,0.4502860630443375,0.3035281408790643,0.11402134407355889
5500,0.09079118783717308,0.035826233880602895,0.4581312075108201,0.30398888513323125,0.11126248563817263
5600,0.08715478440672551,0.03595978576345042,0.46223090013560275,0.30446698409242245,0.11018754560179883
5700,0.08480791225298222,0.03625003626491336,0.46430262630815133,0.30463461282896226,0.11000481234499085
5800,0.08337955320164518,0.03633090399404975,0.4644563031800718,0.3055903158421835,0.11024292378204983
5900,0.08202887091225781,0.036555241678449465,0.46323162084084096,0.3079018705774968,0.11028239599095499
6000,0.08107917876027408,0.03691201734692287,0.4620970002839359,0.31076900033642835,0.10914280327243886
6100,0.08131886375981118,0.03763334065576422,0.46294889697498703,0.31180363767169994,0.1062952609377376
6200,0.08279122341800646,0.03810120324240539,0.4661804318664628,0.3108501330843567,0.10207700838876857
6300,0.08490817105175325,0.03776523973907258,0.47132701138809596,0.3090114040309012,0.096988173790177
6400,0.0871127435422044,0.0370256486499855,0.4762551254398797,0.3081752350254969,0.09143124734243364
6500,0.08889817719646473,0.036488109190428906,0.4790604769576456,0.30956516723925653,0.08598806941620427
6600,0.09023874755840361,0.036386606862221955,0.48095971564255874,0.311638894344659,0.08077603559215665
6700,0.09056758343739438,0.03693237842703377,0.4839126455413953,0.312081244041031,0.07650614855314553
6800,0.09038985626914225,0.03749697803444313,0.487499225962283,0.31107276547499935,0.07354117425913233
6900,0.09018799061052872,0.03726680220700207,0.4902420068859136,0.3111329965933495,0.07117020370320619
7000,0.0899870785414201,0.03645281860565178,0.48958162092246305,0.31428649839087064,0.0696919835395943
7100,0.08923485292445871,0.03609293918668246,0.48502866720225113,0.32014207129086336,0.06950146939574436
7200,0.08816630040162629,0.037122643227015265,0.478724318189694,0.32629497731911955,0.06969176086254504
7300,0.08675345056465653,0.03956490284768095,0.47428816672406726,0.3296703413026592,0.06972313856093613
7400,0.08482456754888996,0.04281324029582758,0.47187561861654137,0.3305811584966574,0.06990541504208377
7500,0.08354069688024672,0.046661126154807615,0.4692066160445845,0.3304705463977479,0.07012101452261339
7600,0.0840110659118687,0.0505735806079079,0.46496580538592536,0.330962014811167,0.06948753328313109
7700,0.08539930193023511,0.05432270714704564,0.46037127781326487,0.3318204625983168,0.06808625051113748
7800,0.08662831300547198,0.057991015200796435,0.45706791238516997,0.33145590537573805,0.06685685403282346
7900,0.08763478328163936,0.061247486574716334,0.4550171137662237,0.32975503800308337,0.06634557837433713
8000,0.08951449690228769,0.06378600815003332,0.4545736873382222,0.32650500985676917,0.06562079775268759
8100,0.09224315857048099,0.06447141305191795,0.45773738126530295,0.3216358743416151,0.06391217277068295
8200,0.09535915421048148,0.06281588315672762,0.46392642270940165,0.3162785431801891,0.061619996743200206
8300,0.09826956730403323,0.05937874830246502,0.4699211382153903,0.31299409063686184,0.05943645554124961
8400,0.10048296491563809,0.055525023584057656,0.47308221971174125,0.3129134601459049,0.057996331642658216
8500,0.10100322532458356,0.05238688290804031,0.47219031261618927,0.3167187593564446,0.05770081979474228
8600,0.10030842953869708,0.04976166490936738,0.4681066842103076,0.3224099921831715,0.05941322915845638
8700,0.09908912701706073,0.04697601650395707,0.4627502922861528,0.3290612248526983,0.06212333934013121
8800,0.09781865264619924,0.04306447912558737,0.45774828484093,0.33712208134208466,0.06424650204519872
8900,0.096438473264172,0.03845596598737183,0.4551352326958438,0.34485863123272303,0.06511169681988935
9000,0.09465119797804697,0.034573024013731024,0.45291979733580234,0.35153799156722054,0.0663179891051992
9100,0.09257370536253029,0.032011265133403945,0.44881936039016757,0.3584095925282679,0.06818607658563036
9200,0.09101402906512313,0.030948567767465473,0.44511316976125914,0.36365971226468924,0.06926452114146293
9300,0.08932780198327642,0.030509843611745056,0.4451941471918356,0.36644030467764793,0.06852790253549498
9400,0.08753420218540152,0.02998845267595716,0.4468952821548083,0.3699567988872883,0.06562526409654487
9500,0.08634034534037632,0.029028560442863897,0.44747063849444213,0.37628882937451374,0.06087162634780385
9600,0.08657172449432503,0.028362651275915154,0.44438449397071844,0.3849374334188379,0.055743696840203465
9700,0.08748052879881293,0.02816862597418691,0.43857650299197765,0.3939152351595537,0.05185910707546882
9800,0.08811804340983044,0.027097478870587884,0.4362289184295239,0.3985776804588793,0.04997787883117837
9900,0.08743030650810174,0.024594596261258428,0.43929738773969107,0.4005943758610866,0.04808333362986216
10000,0.08644789451355825,0.02056917897684226,0.44624187469153703,0.40140198876464234,0.04533906305342004
10100,0.08729953769598503,0.015602568643089905,0.45432324249028005,0.39881437573939954,0.043960275431245505
10200,0.09076980459986254,0.011062259345707542,0.4613201394180527,0.39131600240310327,0.045531794233273824
10300,0.09715094125896769,0.007554376062829395,0.467953635175844,0.3782826531842403,0.04905839431811862
10400,0.10414130881372954,0.005295002941292814,0.4779676107190306,0.36011545032437486,0.05248062720157212
10500,0.10993126573921361,0.0037865601107218874,0.48934141509839446,0.34171222054067296,0.05522853851099709
10600,0.11331608557000716,0.002843819087408201,0.4971854016418143,0.32883745355594785,0.05781724014482252
10700,0.11600998116027424,0.002518920226797565,0.49944980510544273,0.32131378280577366,0.06070751070171168
10800,0.12088631592876396,0.0026599635314089143,0.4971864361694039,0.3161992162080158,0.06306806816240745
10900,0.12636847785578212,0.0031277027998186375,0.4943820959967873,0.31183990372066417,0.06428181962694779
11000,0.1284975079665773,0.003724658922969256,0.49356217154824156,0.3095485221379256,0.06466713942428623
11100,0.12639503040354994,0.004340586428043347,0.4932793631127779,0.3124494926151884,0.06353552744044055
11200,0.121388201301848,0.004742427266772921,0.49180745203242504,0.320401737335986,0.061660182062968034
11300,0.1153694857271105,0.004858844383016406,0.4882355287850657,0.3303357224393023,0.061200418665505116
11400,0.11187582038971343,0.004734546953756717,0.4847516506265732,0.3372790345960419,0.06135894743391469
11500,0.11408712157964294,0.004381198194912885,0.4806069446265035,0.3400093494675039,0.060915386131436856
11600,0.11921815243148362,0.0037625283510414496,0.47534777616507623,0.34101167721076026,0.06065986584163852
11700,0.12378041640561313,0.0031479794510201743,0.46796001244421426,0.34396862189509697,0.06114296980405542
11800,0.12572048751554254,0.0031101116846475067,0.45989199761788035,0.3490960864951054,0.0621813166868242
11900,0.12660420588274118,0.00333638977123844,0.4506620644499477,0.35482353991333243,0.06457379998274024
12000,0.1286104420544059,0.003663741678560454,0.44194298232009654,0.3577245455705542,0.06805828837638309
12100,0.1308912281257482,0.004148662015845955,0.4351260929113543,0.3573092255281511,0.0725247914189003
12200,0.1302254519217386,0.0043788471614778475,0.42885366735808506,0.35625036358587925,0.08029166997281917
12300,0.12693217747565197,0.004365752854464959,0.42250163452237344,0.35664602029108783,0.08955441485642197
12400,0.12169760418786792,0.004295526857756433,0.4174824620966042,0.35789542825226767,0.09862897860550376
12500,0.11528214416478584,0.004022561404125984,0.4155792412465855,0.3584987416099045,0.10661731157459815
12600,0.1094537029642138,0.0038740329731427334,0.41757785489958005,0.35724821772985693,0.11184619143320648
12700,0.10679934027264368,0.0048901121536374685,0.417689610335227,0.3568951988384327,0.11372573840005926
12800,0.10572512593704486,0.006564410793837409,0.4146894654615001,0.35900774511734945,0.11401325269026807
12900,0.10285689400965496,0.008241213803315777,0.41009942215524403,0.3639899452485614,0.11481252478322385
13000,0.098141238460421,0.009684529660904597,0.40789599438941837,0.3678896011446468,0.1163886363446093
13100,0.09256530066921222,0.010345199611090974,0.4087643041347478,0.36916486989401276,0.11916032569093632
13200,0.08846575294056774,0.010425223916571483,0.4114057167222082,0.3677619063777122,0.12194140004294027
13300,0.0861089764255106,0.010368134717620858,0.4147199001294888,0.3649192158110449,0.12388377291633486
13400,0.0840467799334758,0.009914741467807847,0.41711146836389806,0.3616749043508652,0.12725210588395308
13500,0.08325864797844562,0.008688011042036651,0.41695028282754476,0.3563653557042327,0.13473770244774025
13600,0.08511940370878986,0.006758577140822034,0.4188781181549336,0.3455090129470078,0.14373488804844656
13700,0.08924929742732897,0.005286956669068347,0.42504404159704934,0.32935782846866585,0.1510618758378876
13800,0.09423055450973597,0.005457984811280344,0.4315511700724035,0.31327613201669746,0.15548415858988263
13900,0.09923720392805804,0.008229328040765763,0.434448173470354,0.3008751739667865,0.15721012059403558
14000,0.10235158170099731,0.01235572704040775,0.4351393109298414,0.2929888272325934,0.15716455309616015
14100,0.10195244705114523,0.016700606102878567,0.4338414814032064,0.2888601908875496,0.15864527455522012
14200,0.10064023271676213,0.020843022924327933,0.43090422558557445,0.2849991405993576,0.16261337817397775
14300,0.10023944905272364,0.02394371239261366,0.42436787666946696,0.282389034116444,0.16905992776875178
14400,0.1013319958482634,0.02542156772451521,0.4114802724159957,0.2835069979984148,0.17825916601281103
14500,0.10274518963106248,0.025501821101946643,0.39709143450721096,0.2864821678035036,0.1881793869562763
14600,0.1031605724477322,0.024499091076969452,0.38632175863227625,0.288706596111979,0.19731198173104308
14700,0.103378028437832,0.022279777951584524,0.3785220074721925,0.2881894632385424,0.2076307228998485
14800,0.10463702412492916,0.01909678909455198,0.3724624931028478,0.28707229017191604,0.2167314035057551
14900,0.10790934728872811,0.015850760469430125,0.36511352618349235,0.28754336451299917,0.2235830015453502
15000,0.11088560728154113,0.013340750982725998,0.3580974335546489,0.28737969594309254,0.23029651223799152
15100,0.11185792648613463,0.01207158793565322,0.35700497651253454,0.2856073561810756,0.23345815288460198
15200,0.11162317231952175,0.011801287036486809,0.3632997120830595,0.2825457649566978,0.2307300636042341
15300,0.10959570928014374,0.012283676503440687,0.3722358560347517,0.2820856836688945,0.22379907451276926
15400,0.10743848092307592,0.013844702122060244,0.37698946059575844,0.2861640659174977,0.2155632904416078
15500,0.10422040356578562,0.015512961712303307,0.3777694726018997,0.2939836806052708,0.2085134815147406
15600,0.09940070024150625,0.016704002446095576,0.37847065460503865,0.30181869216920126,0.20360595053815828
15700,0.09552901022817666,0.017248129714474224,0.3807035684288841,0.30746002554289853,0.19905926608556665
15800,0.09293497774003916,0.01713574295786454,0.38670572640866124,0.31028767922285333,0.19293587367058174
15900,0.09070862953149039,0.016694537098866723,0.3964202470280607,0.30986624740009794,0.18631033894148422
16000,0.08953656429305178,0.016289179324690595,0.405537774891717,0.30730100422340106,0.1813354772671396
16100,0.09178040683769625,0.01617751970684075,0.40998886789402494,0.3044225752669011,0.1776306302945368
16200,0.09436932536857986,0.017353946539527102,0.41123117535870163,0.30069199151027304,0.17635356122291834
16300,0.09615996488172453,0.02037512180230275,0.41057997408715613,0.297865226509505,0.17501971271931155
16400,0.09767879957642285,0.023906956186350563,0.4077315168529713,0.2997645183992528,0.17091820898500243
16500,0.09745864440353146,0.027270607187194696,0.40441126476382677,0.30706528068219324,0.16379420296325378
16600,0.0983790547190479,0.02964542100000679,0.4010242436864714,0.316263439293817,0.15468784130065694
16700,0.10029337816500022,0.02999224749273295,0.39758755884841374,0.3248320715980794,0.14729474389577368
16800,0.10288077364532823,0.02873848742171547,0.39416495734466506,0.3324041486625765,0.14181163292571475
16900,0.10475620576948029,0.026691860914989065,0.3874094341289462,0.3421247432508708,0.13901775593571358
17000,0.10360085529419844,0.02391785283117732,0.3832115352441823,0.3521283118698719,0.13714144476057002
17100,0.10020960754242648,0.020211819023945806,0.38694897738758866,0.35830546921853396,0.13432412682750508
17200,0.09906990360326512,0.0151388327692033,0.39185041705680873,0.362274295089682,0.1316665514810409
17300,0.10288833978760484,0.009636857526330936,0.39457571654602847,0.36472970549749445,0.1281693806425414
17400,0.1072304638470858,0.006260963447318036,0.39444691765521916,0.36704079423526376,0.12502086081511313
17500,0.10802007838032733,0.00596992986939238,0.3956362519984704,0.3676169228072428,0.12275681694456708
17600,0.10511659935455639,0.006812213502258524,0.40240610407598604,0.36718938871148254,0.11847569435571638
17700,0.10071580157278337,0.007726279990730641,0.415697144191046,0.3642173730814759,0.11164340116396412
17800,0.09898403610859889,0.008315624795085455,0.4322505593723467,0.356974439495409,0.10347534022855988
17900,0.10055856892574964,0.00873656302038017,0.4473058917613704,0.3451020854546541,0.09829689083784571
18000,0.10356289643026977,0.00907839936502973,0.4608516953412929,0.32847191976385043,0.09803508909955702
18100,0.10547673237230087,0.009381410320264148,0.47431083990084594,0.3072800159582483,0.10355100144834069
18200,0.10807849054713359,0.010308725380174388,0.48813048176592,0.2816652066578412,0.11181709564893073
18300,0.11055837017158994,0.012097812796490009,0.5008325867585045,0.26013037362181274,0.116380856651603
18400,0.1141583183277681,0.013852546622572407,0.5030630735387626,0.25069536471094533,0.11823069679995168
18500,0.11800588507811742,0.015059128077508635,0.4972783752619708,0.24823810772661428,0.12141850385578895
18600,0.12116400390428815,0.015854165682844704,0.48850240732545064,0.24792418979724246,0.12655523329017393
18700,0.12435976438429393,0.015847751588648647,0.4817163063571202,0.2484010334034383,0.12967514426649912
18800,0.12817516583154734,0.014950435639339904,0.47771052332379077,0.25247926735359255,0.1266846078517294
18900,0.13332805740177833,0.013644663074965457,0.4756329077494918,0.26048243472762395,0.11691193704614047
19000,0.14102805749532912,0.012054474581834146,0.469222175033375,0.2734036503572472,0.10429164253221469
19100,0.15093574949244132,0.009788761141639839,0.4549014366298365,0.28854970331321955,0.09582434942286282
19200,0.15978434208074185,0.00659546986244712,0.4398530816505735,0.30065793772623217,0.09310916868000545
19300,0.16450839661461603,0.0031956802057888163,0.4347139244318303,0.3066875878163872,0.09089441093137757
19400,0.16614999824551735,0.0010827111794080085,0.43834773922575115,0.30953737986441804,0.08488217148490548
19500,0.16483689767858054,0.0006172297570326633,0.4477601837118258,0.31035717964345877,0.07642850920910217
19600,0.1613049225153403,0.0006207098486252344,0.45781287281354055,0.3104758065668747,0.06978568825561918
19700,0.15516520944788323,0.0005950395238080797,0.46885467186362517,0.30669036955692736,0.06869470960775617
19800,0.14581593600746579,0.0005070052367424233,0.48354645888839276,0.2988235808778775,0.0713070189895215
19900,0.13335374915847725,0.00035209762390708897,0.5030225893923532,0.29034043049203795,0.07293113333322454
20000,0.11878830790464334,0.00016812108276920148,0.5260728482421269,0.2842063864617157,0.07076433630874486
20100,0.10742518455577275,3.316713469024097e-05,0.5507904466171091,0.2774136101169343,0.06433759157549367
20200,0.10075220856371044,0.0,0.5727516760188521,0.2703735778225159,0.05612253759492136
20300,0.09802425234251336,0.0,0.5905075945461581,0.26110566865738494,0.05036248445394361
20400,0.09492042266528727,0.0,0.6084100931137457,0.24825283929831268,0.04841664492265416
20500,0.09195715904476967,0.0,0.6280898635881825,0.2320446474152361,0.04790832995181168
20600,0.09196592810758246,0.0,0.6424350970890647,0.21809064892127453,0.04750832588207841
20700,0.0941654888115576,0.0,0.6492141674094066,0.20774865870504713,0.048871685073988626
20800,0.09517312739761816,0.0,0.6528345940077417,0.20247138701891565,0.04952089157572446
20900,0.09525304026151254,0.0,0.6508049405353019,0.2054373043633889,0.04850471483979675
21000,0.09496803130076541,0.0,0.6444925118993136,0.2133656031899262,0.04717385360999488
21100,0.09486084657924422,0.0,0.6394696106456818,0.22069823165604352,0.04497131111903046
21200,0.09412632185835987,0.0,0.6344454085796437,0.23006614644841292,0.04136212311358353
21300,0.0922791748175411,0.0,0.6292641325273554,0.24227847050116336,0.036178222153940176
21400,0.0883090017808295,0.0,0.6244454696211011,0.25801175703916324,0.02923377155890616
21500,0.08364718764166686,0.0,0.6203098805355952,0.27357777127441796,0.022465160548320005
21600,0.07988423632721126,0.0,0.6160600058813407,0.284741333028697,0.019314424762751078
21700,0.07792427951576954,0.0,0.6109042376428443,0.29177969951573063,0.01939178332565561
21800,0.07812854438904653,0.0,0.5941721345646866,0.30322578195446037,0.024473539091806506
21900,0.08203521142030462,0.0003173643404579644,0.5654827497595458,0.3186180006136928,0.03354667386599883
22000,0.08748650112764275,0.0016163810537735644,0.537831212592542,0.332040835470363,0.04102506975567885
22100,0.09246481811692774,0.0033685084419356475,0.5210377645320181,0.33872632981167233,0.044402579097446146
22200,0.09611907909541513,0.004899869945019614,0.5135955746463919,0.34020760894652474,0.04517786736664852
22300,0.09891593961839312,0.005936902532724927,0.5123626716870395,0.3384013287694637,0.04438315739237876
22400,0.10103028216108456,0.006581060286529897,0.5108414472432996,0.33916347585401496,0.042383734455070966
22500,0.10545999705735895,0.007046446035578411,0.5097937909632907,0.3398432446526649,0.03785652129110705
22600,0.11191515963499077,0.0075010923048409684,0.513718869003951,0.33673884828990736,0.030126030766309913
22700,0.11627349076838452,0.007647611491812552,0.5267837148983533,0.329369527969099,0.019925654872350568
22800,0.11443499265704732,0.006930166717422078,0.5475296264890345,0.32017263490291736,0.010932579233578835
22900,0.10694037667164666,0.004941126753698689,0.5673861299638084,0.3132927467787859,0.007439619832060436
23000,0.10088607185269668,0.0023023208834321855,0.5762028298460979,0.3109081238337752,0.009700653583997878
23100,0.10244193763284987,0.000435416763798127,0.5776718898830415,0.30693349540414994,0.012517260316160655
23200,0.10442406497413718,0.0,0.5804577688535958,0.3011663907661081,0.013951775406158967
23300,0.10176803624901504,0.0,0.5891128374545839,0.2943196879398058,0.014799438356595225
23400,0.09410031463479168,0.0,0.6016150441632261,0.28728715144552375,0.016997489756458352
23500,0.0847179629026371,0.0,0.6158020811742815,0.2778967624990819,0.021583193423999572
23600,0.07550888817671486,0.0,0.635982724713087,0.26096828447658565,0.027540102633612312
23700,0.06943786930241193,0.0,0.6601916367230689,0.23673211344784276,0.0336383805266765
23800,0.06504268117506597,0.0,0.6842760245090341,0.21179253601728748,0.03888875829861239
23900,0.05972799227379372,0.0,0.7077555112867874,0.19012807145047983,0.04238842498893906
24000,0.054311976385725116,0.0,0.7266225364709649,0.17495013203024568,0.044115355113064386
24100,0.050226202869321925,0.0,0.7343703817038688,0.17058972133603456,0.04481369409077482
24200,0.04630984495631704,0.0,0.7362612113773257,0.17368953793246553,0.0437394057338916
24300,0.04269748560430685,0.0,0.7372254226810538,0.17913972759267927,0.04093736412196009
24400,0.039399416221291714,0.0,0.7358496111242449,0.18883894821534794,0.035912024439115446
24500,0.03818686921974418,0.0,0.7319580090556712,0.20156300728182616,0.02829211444275834
24600,0.039734394979528756,0.0,0.7233976431090028,0.21706370985957935,0.019804252051889154
24700,0.04254510720589889,0.0,0.7094868101190068,0.23535072275107038,0.012617359924023935
24800,0.04318796594177028,0.0,0.6975411260094379,0.2513262371094063,0.00794467093938571
24900,0.04283736281674906,0.0,0.6876959174142698,0.2636037513146945,0.005862968454286575
25000,0.04369895560332815,0.0,0.6758982606769447,0.27571124737034824,0.004691536349379014
25100,0.04841556114880182,0.0,0.663127511309657,0.2852668636591617,0.003190063882379435
25200,0.055262931347121395,0.0,0.6492788384643761,0.2939603963500726,0.0014978338384300607
25300,0.06115433280365248,0.0,0.6335100275547216,0.3050397513507408,0.00029588829088521154
25400,0.06503002976645829,0.0,0.6177704555412867,0.3171995146922549,0.0
25500,0.06675252395442968,0.0,0.603496656357512,0.3297508196880583,0.0
25600,0.06676871644707413,0.0,0.5919201947533185,0.34131108879960737,0.0
25700,0.0671278318814901,0.0,0.588597741083382,0.3442744270351277,0.0
25800,0.06724772464452447,0.0,0.5932999913892548,0.3394522839662208,0.0
25900,0.06700148797422298,0.0,0.6005726637211449,0.33242584830463207,0.0
26000,0.06770091613126536,0.0,0.6086478411840072,0.32365124268472756,0.0
26100,0.07345420424504552,0.0,0.6148660519174769,0.31167974383747765,0.0
26200,0.08277948175452585,0.0,0.6188970498376445,0.2983234684078297,0.0
26300,0.09230291966962342,0.0,0.6255766583107423,0.2821204220196343,0.0
26400,0.10004625915632018,0.0,0.6342377380310498,0.26494017123060604,0.0007758315820240502
26500,0.10741705524019267,0.0,0.6405275996285178,0.24805375809654892,0.004001587034740494
26600,0.11580947668784217,0.0,0.6395744273990683,0.23597102994935115,0.008645065963738393
26700,0.12759225389701925,0.0,0.626682621605327,0.23283051263412688,0.012894611863526946
26800,0.1405950874749049,0.0,0.6065848829327973,0.23717963988984406,0.015640389702453603
26900,0.15199457370482172,0.0,0.5881335241372022,0.24130158323170342,0.018570318926272728
27000,0.153891153032659,0.0,0.5807427893944611,0.2398631877383006,0.025502869834579254
27100,0.1472641495232512,0.0,0.5869674969738377,0.23209236689268206,0.03367598661022902
27200,0.13983787599495312,0.0,0.6000646943145633,0.2213550650072098,0.03874236468327364
27300,0.13859891390873016,0.0,0.6119783872317613,0.21026034179519512,0.039162357064313084
27400,0.1389428374211891,0.0,0.6256193829681018,0.19918529198689078,0.03625248762381829
27500,0.13410648440907633,0.0,0.645810368657636,0.18812611836634677,0.03195702856694098
27600,0.1238908262731717,0.0,0.6722723922192403,0.175108070501207,0.02872871100638101
27700,0.11018416254870671,0.0,0.698171736430066,0.1649760296443797,0.026668071376847333
27800,0.0948180005415754,0.0,0.7151167940803147,0.1670495390061214,0.023015666371988437
27900,0.0827274376072825,0.0,0.7200785107545978,0.180533824089343,0.0166602275487768
28000,0.07622883783452787,0.0,0.7145938811139968,0.2006346441431252,0.008542636908350124
28100,0.08115148545549052,0.0,0.6929740788697102,0.22408908586771395,0.0017853498070852898
28200,0.09049861686376795,0.0,0.664163022290853,0.24533836084537905,0.0
28300,0.09731255739961582,0.0,0.6431244639246768,0.2595629786757074,0.0
28400,0.09958429186575679,0.0,0.6335675877000453,0.2668481204341979,0.0
28500,0.0996737247317679,0.0,0.6337572130563198,0.2665690622119122,0.0
28600,0.09713562285981864,0.0,0.6417209978684232,0.2611433792717582,0.0
28700,0.09248193523231045,0.0,0.653313632761952,0.25420443200573745,0.0
28800,0.08729375313243197,0.0,0.6700591933041734,0.24264705356339458,0.0
28900,0.08018253183679498,0.0,0.6893311961743795,0.23010763449545407,0.0003786374933714658
29000,0.06995207338698795,0.0,0.7124474895825894,0.2157081294968466,0.001892307533576174
29100,0.06081682993848189,0.0,0.737307049487015,0.19788943344194126,0.003986687132562062
29200,0.05841896519198095,0.0,0.7554412263820726,0.18027449263082387,0.005865315795122755
29300,0.07039198686880477,0.0,0.7427518905545943,0.18016747513561707,0.0066886474409839775
29400,0.08234892371051823,0.0,0.725734614115542,0.18461248301047503,0.007303979163464795
29500,0.09484789959664652,0.0,0.7074342228299788,0.18966882709306174,0.008049050480312892
29600,0.1080272982449513,0.0,0.6879683197238511,0.1950827265762064,0.008921655454991245
29700,0.12187814392037905,0.0,0.6667183373303993,0.2016565529286011,0.009746965820620677
29800,0.13610447201428208,0.0,0.6431125005853652,0.21039104744988144,0.01039197995047122
